Nombre Municipio o Total Provincial y/o CC.AA.;Código INE;Población  2012;Población  2011;Población  2010;Población  2009;Población  2008;Población  2007;Población  2006;Población  2005;Población varones;Población mujeres;Población españoles;Población extranjeros;Variación población 07-12 (Absoluta);Variación población españoles 07-12 (absoluta);Variación población extranjera 07-12 (absoluta);Variación población 07-12 (%);Ritmo de crecimiento medio anual de la población 07-12;Extensión (km2);Paro registrado en % s/población potencialmente activa 2012;% Paro de varones;% Paro de mujeres;% Paro de 16 a 24 años;% Paro de 25 a 49 años;% Paro de 50 a 64 años;Cuota de mercado  2012 ;Teléfonos  fijos 2012;Variación teléfonos fijos 07-12 (%);Líneas de banda ancha  2012;Vehículos de motor  2012;Automóviles  2012;Camiones y furgonetas  2012;Otros vehículos de motor 2012;Motocicletas;Autobuses;Tractores  industriales;Resto vehículos de motor;Variación total vehículos de motor 07-12 (%);Variación automóviles 07-12 (%);Variación camiones y furgonetas 07-12 (%);Variación otros vehículos de motor 07-12 (%);Oficinas de entidades de depósito  2013;Variación oficinas entidades de depósito 08-13 (Absoluta);Actividades industriales (industria y construcción);Actividades industriales: industria;Energía y agua;"Extracción y transf. min.energ y deriv.; ind.quím";"Industrias transf. de metales; mec. precisión";Industrias manufactureras;Actividades industriales: construcción;Variación actividades industriales 07-12 (%);Actividades comerciales mayoristas;"Materias primas agrarias; alim., bebidas y tabaco";Textiles, confección, calzado y artículos de cuero;"Productos farmac; perfum. y mant. hogar";Comercio al por mayor de art. consumo duradero;Comercio al por mayor interindustrial;Otro comercio al por mayor interindustrial;Otro comercio al por mayor no especificado;Variación actividades comerciales mayoristas 07-12 (%);Actividades comerciales minoristas  2012;Act. com. alimentación;Act. com. tradicional;Act. com. supermercados;Act. com. total no alimentación;Act. com vestido y calzado;Act. com. hogar;Act. com. resto no alimentación;Act. com. c. mixto y otros;Act. com. grandes almacenes;Act. com. hipermercados;Act. com. almacenes populares;Act. com. ambulante y mercadillos;Act. com otro comercio;Variación actividades comerciales minoristas 07-12 (%);Superficie-m2 actividades comerciales minoristas;Superficie-m2 alimentación;Superficie-m2 com. tradicional alim.;Superficie-m2 supermercados;Superficie-m2 total no alimentación;Superficie-m2 vestido y calzado;Superficie-m2 hogar;Superficie-m2 resto no alimentación;Superficie-m2 c. mixto y otros;Superficie-m2 grandes almacenes;Superficie-m2 hipermercados;Superficie-m2 almacenes populares;Superficie-m2 otro comercio;Centros comerciales;Superficie-m2 Centros comerciales  2012;Actividades de restauración y bares;Variación actividades de restauración y bares 07-12 (%);Índice industrial;Índice comercial;Índice comercial mayorista;Índice comercial minorista;Índice de restauración y bares;Índice turístico;Índice turístico 2006;Índice actividad económica;Índice actividad económica 2006
Unión (La);30041;19.009;18.825;18.366;17.737;17.107;16.471;16.082;15.599;9.562;9.447;16.778;2.231;2.538;1.881;657;15,4;2,9;25;22,4;21,4;23,7;15,3;24,5;22,3;37;7.561;32,2;5.005;11.144;8.012;1.535;1.589;789;0;31;777;11,1;11,1;6,5;15,9;9;-2;238;86;6;10;33;37;152;-11,2;43;24;0;2;3;4;9;1;45,8;255;93;79;14;136;14;33;89;26;0;0;2;9;15;-4,2;32.055;21.467;2.921;18.546;9.117;622;3.491;5.004;1.471;0;0;250;1.221;0;n.d.;81;8,0;13;29;27;31;21;67;2;22;10
Useras/Useres (les);12122;1.017;1.013;995;1.005;1.008;990;1.001;1.004;522;495;905;112;27;-3;30;2,7;0,5;81;18,5;17,3;19,3;19,3;18,3;18,5;3;290;-22,8;51;873;460;240;167;47;0;14;112;5,2;5,0;4,3;6,8;2;0;15;8;0;1;1;6;7;-22,2;2;2;0;0;0;0;0;0;-66,7;12;5;5;0;4;1;0;3;3;0;0;0;0;3;-45,6;556;105;105;0;284;30;0;254;167;0;0;0;167;0;n.d.;6;-53,8;1;1;1;0;1;0;1;1;1
Utiel;46249;12.429;12.449;12.421;12.420;12.294;12.053;12.012;11.899;6.250;6.179;11.325;1.104;376;-127;503;3,1;0,6;237;12,8;13,4;12,1;9,9;14,6;10,9;29;5.058;18,2;3.032;9.703;6.246;1.781;1.667;589;17;66;1.004;8,5;8,5;5,0;12,8;13;-1;201;106;4;17;25;60;95;-12,4;58;28;1;5;5;4;15;0;-6,3;248;76;71;5;159;28;44;87;13;0;0;0;0;13;-21,8;23.806;8.174;1.221;6.953;14.159;1.049;5.423;7.687;1.473;0;0;0;1.473;0;n.d.;60;-28,1;34;22;24;21;19;5;8;22;27
Vacarisses;08291;6.231;6.175;6.017;5.872;5.787;5.431;5.094;4.592;3.239;2.992;6.047;184;800;797;3;14,7;2,8;40;12,6;11,6;13,6;9,1;12,5;14,8;12;1.840;-13,3;1.217;5.112;3.053;967;1.066;676;1;28;387;21,4;21,2;14,4;29,2;3;0;162;44;2;14;14;14;118;-20,8;14;2;2;1;1;3;5;0;0,0;35;10;9;1;15;2;2;11;10;0;0;0;2;8;-30,4;4.644;298;128;170;3.968;1.323;1.321;1.324;378;0;0;0;378;0;n.d.;29;0,0;24;6;8;4;6;0;0;10;13
Valencia;46250;797.028;798.033;809.267;814.208;807.200;797.654;805.304;796.549;381.722;415.306;689.976;107.052;-626;-7.988;7.362;-0,1;0,0;135;15,0;15,0;14,9;7,8;16,8;15,0;1.713;366.813;9,4;208.724;521.736;372.257;56.165;94.119;57.259;1.129;4.037;30.889;-0,8;-1,9;-5,0;6,7;759;-217;7.210;3.203;153;93;817;2.140;4.007;-6,9;2.935;676;325;231;716;72;504;411;-11,6;14.555;5.393;5.010;383;8.281;1.549;2.004;4.728;881;7;4;22;287;561;-21,9;1.885.339;473.327;139.252;334.075;1.062.230;148.303;249.329;664.598;349.782;186.974;73.508;1.181;88.119;11;357.711;4.591;-11,0;554;2.463;2.077;2.761;2.713;2.129;1.732;1.840;2.068
Valsequillo de Gran Canaria;35031;9.157;9.090;9.099;9.067;8.987;8.853;8.583;8.659;4.628;4.529;8.699;458;304;254;50;3,4;0,7;39;18,7;17,1;20,8;11,5;20,6;19,3;20;2.548;-8,1;1.749;7.286;4.236;2.256;785;427;26;20;321;14,0;14,1;8,3;33,4;4;-1;91;32;4;1;6;21;59;-20,2;14;7;1;1;1;0;4;0;0,0;80;26;23;3;36;1;10;25;18;0;0;0;7;11;-26,0;5.741;799;189;610;3.138;206;675;2.257;1.804;0;0;0;1.804;0;n.d.;28;-25,0;3;6;5;7;6;0;0;4;4
Valverde;38048;5.075;5.048;5.035;4.995;4.938;4.914;4.955;4.907;2.601;2.474;4.631;444;161;124;37;3,3;0,6;104;17,4;19,3;15,8;11,2;20,2;15,3;13;2.327;13,2;960;4.144;2.306;1.319;515;212;33;13;261;10,2;7,9;10,5;20,4;6;0;68;21;1;5;2;13;47;-12,9;7;4;0;0;1;1;1;0;0,0;78;19;13;6;49;7;19;23;10;0;0;0;2;8;-21,7;5.144;1.542;111;1.431;3.242;860;1.355;1.027;360;0;0;0;360;0;n.d.;21;-58,8;5;5;3;7;4;7;9;5;5
Valverde del Camino;21072;12.902;12.827;12.746;12.780;12.665;12.621;12.615;12.554;6.313;6.589;12.416;486;281;54;227;2,2;0,4;219;20,3;17,7;23,1;12,4;21,8;22,0;27;4.424;19,8;2.933;10.460;6.408;1.666;2.388;867;1;74;1.444;10,8;11,5;10,5;8,9;8;0;173;106;0;8;13;85;67;-17,2;40;12;3;3;3;4;14;1;-22,6;240;64;56;8;165;31;54;80;11;0;0;0;2;9;-31,3;25.569;6.508;898;5.610;18.433;1.640;11.050;5.743;628;0;0;0;628;0;n.d.;50;-25,0;8;19;20;19;13;1;1;11;13
Vall d'Alba;12124;3.036;3.036;2.954;2.951;2.906;2.747;2.438;2.103;1.574;1.462;2.250;786;289;52;237;10,5;2,0;53;12,6;13,4;11,7;6,2;14,2;12,5;7;783;-8,9;296;2.255;1.240;593;423;149;0;9;264;15,0;19,9;8,8;10,5;3;0;56;29;4;8;6;11;27;-4,8;11;5;0;1;0;0;5;0;0,0;36;14;12;2;16;0;3;13;6;0;0;0;1;5;-50,5;2.076;474;174;300;1.451;0;100;1.351;151;0;0;0;151;0;n.d.;9;-64,0;20;4;5;3;2;0;1;9;7
Vall d'en Bas (La);17207;2.931;2.888;2.833;2.780;2.735;2.680;2.650;2.616;1.466;1.465;2.884;47;251;237;14;9,4;1,8;91;6,7;6,2;7,4;1,7;6,3;9,2;7;1.185;-1,3;612;2.938;1.585;715;624;325;1;23;289;13,0;10,5;14,4;17,9;2;-1;103;40;0;2;6;32;63;1,8;19;17;1;0;0;0;1;0;-16,7;41;18;16;2;21;1;5;15;2;0;0;0;0;2;-41,0;3.396;1.262;522;740;1.629;16;865;748;505;0;0;0;505;0;n.d.;14;-22,2;11;4;6;3;2;1;2;6;6
Vall d'Uixó (la);12126;32.782;32.864;32.983;32.924;32.617;31.978;31.553;31.065;16.279;16.503;29.429;3.353;804;17;787;2,5;0,5;67;18,9;20,6;16,8;17,2;20,0;17,4;71;12.766;21,9;7.465;23.787;15.727;3.850;4.264;1.744;52;85;2.329;2,4;4,9;-7,6;3,4;26;-3;370;166;7;21;36;102;204;-21,7;73;32;6;5;8;1;17;4;-20,0;553;144;133;11;357;65;98;194;52;0;1;3;20;28;-29,1;92.491;12.889;4.852;8.037;50.237;4.546;16.048;29.643;29.365;0;5.500;20.107;3.758;0;n.d.;130;-21,8;51;49;40;56;48;3;3;43;50
Vall de Bianya (La);17208;1.335;1.315;1.320;1.321;1.307;1.304;1.256;1.228;680;655;1.260;75;31;30;1;2,4;0,5;94;5,7;4,8;6,9;2,4;6,9;5,1;3;390;-18,2;172;1.542;833;379;330;175;1;17;137;6,6;7,6;4,4;6,5;0;0;51;26;1;3;4;18;25;-4,8;6;2;0;0;0;1;2;1;-14,3;17;12;11;1;3;0;0;3;2;0;0;0;0;2;-37,4;1.630;580;267;313;864;0;0;864;186;0;0;0;186;0;n.d.;12;-45,5;22;1;2;1;2;4;8;8;6
Vallada;46251;3.309;3.365;3.447;3.463;3.466;3.409;3.288;3.329;1.690;1.619;3.035;274;-100;-145;45;-2,9;-0,6;62;18,7;16,0;21,1;9,2;22,3;17,4;7;812;-17,9;440;2.352;1.359;493;493;178;0;5;317;6,0;7,0;4,0;5,5;5;0;70;53;1;1;3;48;17;-13,6;18;4;0;3;6;0;4;1;-9,5;35;14;11;3;16;2;5;9;5;0;0;0;2;3;-44,0;5.386;1.184;180;1.004;3.759;218;2.595;946;443;0;0;0;443;0;n.d.;9;-52,4;3;5;8;4;2;1;1;3;4
Vallbona d'Anoia;08292;1.432;1.433;1.423;1.427;1.387;1.337;1.311;1.254;742;690;1.333;99;95;85;10;7,1;1,4;6;11,8;11,0;12,3;10,2;13,3;9,6;3;523;-4,9;321;1.120;690;199;236;122;0;11;98;7,9;13,5;1,0;-0,9;2;0;35;24;2;2;10;10;11;-9,8;3;0;0;0;1;0;2;0;0,0;10;7;6;1;2;0;0;2;1;0;0;0;0;1;-39,0;944;572;202;370;209;0;0;209;163;0;0;0;163;0;n.d.;3;-40,0;3;1;1;1;1;0;0;1;2
Valldemossa;07063;2.027;2.007;2.037;1.995;1.977;1.976;1.930;1.910;1.038;989;1.669;358;51;-13;64;2,6;0,5;43;4,9;5,1;4,6;2,2;5,7;4,4;5;1.112;2,5;558;1.867;1.367;155;347;208;0;0;137;9,4;10,7;-7,2;13,1;4;0;27;8;0;3;1;4;19;2,2;1;0;0;0;1;0;0;0;-66,7;49;8;8;0;34;4;21;9;7;0;0;0;2;5;-30,7;2.537;356;356;0;1.826;26;1.572;228;355;0;0;0;355;0;n.d.;11;-50,0;1;1;0;2;2;2;3;2;2
Valle (El);18902;1.142;1.161;1.130;1.143;1.163;1.174;1.130;1.139;562;580;1.036;106;-32;-73;41;-2,7;-0,6;26;9,7;11,3;7,2;9,1;12,6;4,9;3;347;-17,5;110;1.004;517;292;185;71;3;27;94;10,5;8,4;8,6;19,6;1;-1;10;7;0;1;1;5;3;-6,7;1;1;0;0;0;0;0;0;0,0;5;3;2;1;1;0;0;1;1;0;0;0;1;0;-65,2;722;511;306;205;210;0;0;210;1;0;0;0;1;0;n.d.;3;-57,1;1;0;0;0;1;0;1;0;1
Valle de Abdalajís;29093;2.716;2.761;2.802;2.842;2.908;2.983;2.955;2.948;1.362;1.354;2.653;63;-267;-268;1;-9,0;-1,9;21;18,2;22,6;13,1;15,3;22,2;12,1;6;498;-22,0;252;2.136;1.212;470;449;119;9;8;318;10,6;8,4;12,4;14,9;2;0;17;8;0;1;3;4;9;5,9;4;4;0;0;0;0;0;0;-20,0;29;15;13;2;11;1;4;6;3;0;0;0;0;3;-22,7;3.201;698;436;262;2.405;56;725;1.624;98;0;0;0;98;0;n.d.;7;-66,7;1;2;1;2;2;0;1;1;1
Valle del Zalabí;18907;2.260;2.315;2.304;2.297;2.325;2.345;2.315;2.326;1.162;1.098;2.234;26;-85;-99;14;-3,6;-0,7;109;10,9;13,5;7,5;6,9;14,1;7,0;5;606;-9,7;255;1.905;1.080;420;388;136;1;12;256;20,6;22,9;13,2;23,1;2;0;43;31;11;5;6;9;12;-30,8;5;4;0;0;0;0;1;0;-44,4;24;5;5;0;17;1;14;2;2;0;0;0;0;2;-25,8;2.457;359;359;0;1.980;26;1.600;354;118;0;0;0;118;0;n.d.;10;-44,4;1;1;2;1;3;1;1;1;1
Valle Gran Rey;38049;4.860;5.364;5.150;5.129;5.220;5.116;5.040;4.857;2.445;2.415;3.214;1.646;-256;-237;-19;-5,0;-1,0;32;12,2;12,2;9,7;6,8;14,7;9,6;10;1.647;9,7;745;2.824;1.605;713;501;206;11;17;272;8,7;5,9;11,4;14,5;4;0;28;10;0;0;3;7;18;-34,0;3;2;0;0;1;0;0;0;0,0;68;15;8;7;37;5;12;20;16;0;0;0;1;15;-41,8;4.106;1.095;795;300;1.814;1.003;224;587;1.197;0;0;0;1.197;0;n.d.;55;-28,0;1;4;2;6;8;30;33;3;4
Vallehermoso;38050;3.116;3.142;3.123;3.162;3.147;3.142;3.094;3.141;1.608;1.508;2.773;343;-26;-162;136;-0,8;-0,2;109;20,0;20,6;19,4;8,9;22,6;20,7;6;1.039;-1,9;246;2.016;1.078;698;233;94;5;4;137;8,6;6,9;6,7;23,1;1;0;22;11;1;1;1;8;11;-23,5;3;2;0;0;1;0;0;0;-25,0;29;10;9;1;12;0;4;8;7;0;0;0;1;6;-35,6;2.924;1.484;1.450;34;956;0;452;504;484;0;0;0;484;0;n.d.;22;-32,4;1;2;1;3;3;1;3;1;1
Valleseco;35032;3.903;3.963;3.935;3.968;4.022;4.019;4.050;4.055;2.053;1.850;3.860;43;-116;-126;10;-2,9;-0,6;22;18,3;17,6;17,9;11,2;21,3;15,9;8;1.037;-8,9;468;2.980;1.705;905;366;199;3;7;161;17,8;16,9;11,0;44,0;2;0;29;14;2;0;2;10;15;2,9;4;3;0;0;0;0;1;0;-33,3;39;16;14;2;15;1;3;11;8;0;0;0;2;6;-11,4;2.518;364;117;247;1.621;181;470;970;533;0;0;0;533;0;n.d.;10;-23,1;0;3;2;3;2;0;0;1;1
Vallgorguina;08294;2.640;2.617;2.591;2.465;2.404;2.193;2.016;1.881;1.363;1.277;2.443;197;447;380;67;20,4;3,8;22;10,7;11,4;10,2;4,3;11,2;12,2;5;985;-9,5;702;2.336;1.348;416;575;412;0;19;141;21,2;20,9;17,5;24,9;1;0;53;12;1;1;5;5;41;-16,0;3;0;0;0;0;0;3;0;-40,0;11;5;5;0;3;0;0;3;3;0;0;0;1;2;-39,0;754;405;405;0;278;0;0;278;71;0;0;0;71;0;n.d.;4;-66,7;5;1;1;1;1;1;3;3;3
Vallirana;08295;14.549;14.409;14.200;14.066;13.752;13.326;12.928;12.339;7.257;7.292;13.567;982;1.223;1.113;110;9,2;1,8;24;12,4;11,6;13,3;6,1;12,9;14,4;29;6.308;14,9;4.516;11.109;7.311;1.494;2.278;1.504;0;84;716;13,9;14,5;0,1;22,7;6;-1;293;59;1;15;31;12;234;-11,5;20;2;1;1;5;1;8;2;-32,3;116;28;25;3;81;7;29;45;7;0;0;0;2;5;-34,7;13.294;3.707;1.067;2.640;9.227;416;4.211;4.600;360;0;0;0;360;0;n.d.;37;-14,9;23;10;10;10;12;2;2;19;21
Vallmoll;43160;1.677;1.651;1.637;1.630;1.599;1.529;1.469;1.413;874;803;1.566;111;148;112;36;9,7;1,9;17;13,0;12,8;13,4;10,1;12,9;14,2;4;549;-6,7;327;1.595;899;352;336;195;0;14;135;10,4;8,8;7,0;18,6;1;-1;49;29;0;3;4;22;20;28,8;5;1;0;0;1;1;1;1;0,0;10;4;4;0;5;0;1;4;1;0;0;0;0;1;-25,9;10.671;136;136;0;10.446;0;10.297;149;89;0;0;0;89;0;n.d.;3;-62,5;14;1;2;1;1;0;0;10;3
Vallromanes;08296;2.480;2.396;2.367;2.283;2.206;2.204;2.094;1.911;1.264;1.216;2.344;136;276;247;29;12,5;2,4;11;8,2;8,9;8,0;3,3;8,5;10,1;5;979;-5,4;648;1.962;1.219;301;444;297;0;14;131;16,4;13,3;29,2;17,6;1;0;27;5;1;0;2;2;22;-6,3;5;3;1;0;0;0;0;1;0,0;13;10;10;0;3;0;0;3;0;0;0;0;0;0;-57,6;784;487;487;0;297;0;0;297;0;0;0;0;0;0;n.d.;13;-7,1;1;2;4;0;2;1;1;2;3
Valls;43161;25.084;25.016;25.158;25.092;24.710;23.948;23.315;22.851;12.616;12.468;21.046;4.038;1.136;-25;1.161;4,7;0,9;55;13,6;13,1;14,0;7,7;14,1;15,9;56;10.957;6,8;5.873;18.316;12.138;2.991;3.185;1.540;12;174;1.461;7,3;7,0;3,7;12,2;23;-6;487;244;3;23;75;143;243;4,0;85;32;9;8;14;3;15;4;-21,4;443;135;127;8;279;61;60;158;29;0;0;3;3;23;-32,2;47.645;10.353;2.302;8.051;33.340;4.009;12.653;16.678;3.952;0;0;254;3.698;0;n.d.;113;-18,6;90;46;57;38;37;4;7;53;59
Vandellòs i l'Hospitalet de l'Infant;43162;5.985;5.941;5.839;5.754;5.653;5.420;5.134;5.008;2.995;2.990;5.056;929;565;397;168;10,4;2,0;103;8,2;7,1;9,3;4,1;9,0;8,8;13;2.445;3,0;1.221;4.972;3.150;908;890;531;38;10;335;8,3;10,8;-3,6;13,1;5;-1;106;26;4;6;6;10;80;-24,5;15;5;1;0;5;1;2;1;-16,7;120;41;35;6;67;9;14;44;12;0;0;0;0;12;-31,7;7.987;3.109;732;2.377;4.037;277;1.159;2.601;841;0;0;0;841;0;n.d.;51;-25,0;243;8;6;9;9;18;26;88;49
Vega de San Mateo;35033;7.765;7.726;7.699;7.636;7.586;7.611;7.661;7.721;3.974;3.791;7.557;208;154;49;105;2,0;0,4;38;18,4;17,6;19,2;10,6;20,0;19,2;17;2.362;-8,8;1.292;6.239;3.870;1.705;656;351;5;24;284;11,9;11,9;5,5;32,0;6;0;75;29;3;2;4;20;46;-12,7;15;11;1;2;0;0;1;0;-23,8;95;24;22;2;46;7;15;24;25;0;0;0;10;15;-38,5;9.515;4.203;253;3.950;4.271;266;2.547;1.458;1.041;0;0;0;1.041;0;n.d.;30;-25,6;2;7;5;9;5;2;3;3;4
Vegas del Genil;18911;9.701;9.472;9.102;8.587;8.061;7.224;6.599;5.795;4.954;4.747;9.331;370;2.477;2.428;49;34,3;6,1;14;17,7;16,8;19,6;11,4;19,6;14,1;16;2.456;7,6;2.075;6.195;3.984;572;1.623;910;0;35;694;30,8;33,9;10,6;31,9;5;0;51;18;1;6;4;7;33;-20,0;7;5;0;0;1;0;1;0;16,7;43;14;11;3;23;6;6;11;6;0;0;0;2;4;-36,0;4.142;426;196;230;3.519;218;1.637;1.664;197;0;0;0;197;0;n.d.;10;-15,4;2;3;4;3;1;0;0;2;3
Vejer de la Frontera;11039;12.857;12.854;12.876;12.973;12.991;12.828;12.801;12.776;6.479;6.378;12.351;506;29;-4;33;0,2;0,0;263;27,8;25,8;29,9;18,5;29,8;29,6;25;4.419;29,6;2.538;8.717;5.675;1.240;1.789;584;1;15;1.202;8,0;10,0;-1,7;9,0;7;0;83;29;2;7;5;15;54;-11,2;23;16;1;1;1;0;4;0;-22,6;175;63;59;4;98;20;29;49;14;0;0;0;5;9;-34,8;12.279;3.621;1.144;2.477;7.926;661;3.606;3.659;732;0;0;0;732;0;n.d.;86;-22,9;6;12;9;15;21;14;43;11;11
Vélez de Benaudalla;18184;2.943;2.947;2.928;2.968;2.980;2.892;2.965;2.803;1.488;1.455;2.610;333;51;-93;144;1,8;0,4;79;17,5;22,1;12,9;9,4;20,4;17,0;6;668;-9,8;358;1.999;1.076;483;444;165;0;14;261;4,6;7,4;-3,2;7,3;2;0;30;11;3;1;0;7;19;-11,1;6;6;0;0;0;0;0;0;0,0;33;14;12;2;12;0;2;10;7;0;0;0;1;6;-46,9;2.702;550;450;100;1.874;0;755;1.119;278;0;0;0;278;0;n.d.;12;-7,7;6;2;2;2;4;1;1;3;2
Vélez-Blanco;04098;2.238;2.276;2.282;2.259;2.223;2.219;2.165;2.126;1.185;1.053;1.827;411;19;-95;114;0,9;0,2;441;6,7;6,6;6,5;3,4;8,4;5,7;5;610;-14,7;204;1.943;1.120;404;418;131;0;14;274;9,5;7,8;12,2;11,4;3;1;32;14;2;5;4;3;18;-15,4;4;3;0;0;0;0;1;0;-33,3;29;10;9;1;17;2;7;8;2;0;0;0;0;2;-31,0;2.783;1.031;712;319;1.653;122;952;579;99;0;0;0;99;0;n.d.;8;-65,4;1;1;1;2;1;1;3;1;2
Vélez-Málaga;29094;78.467;77.004;75.623;74.190;72.842;69.604;67.697;64.919;39.048;39.419;68.677;9.790;8.863;6.490;2.373;12,7;2,4;158;19,0;20,9;17,6;14,2;21,8;15,3;159;24.431;2,2;14.316;54.780;32.154;9.227;13.339;5.281;64;169;7.885;10,6;12,4;5,8;10,0;53;-13;720;269;18;44;76;131;451;4,7;213;139;3;8;26;3;29;5;-15,0;1.223;326;289;37;809;179;256;374;88;1;1;3;31;52;-14,8;174.078;50.681;11.515;39.166;102.152;20.044;40.100;42.008;21.245;1.640;14.000;1.603;4.002;1;43.228;490;-6,2;38;140;122;154;163;68;80;90;76
Vélez-Rubio;04099;7.071;7.134;7.138;7.150;7.147;7.062;7.025;7.037;3.458;3.613;5.993;1.078;9;-203;212;0,1;0,0;282;11,6;13,4;9,5;6,7;15,5;7,8;16;1.706;-19,4;830;6.138;3.611;1.136;1.374;478;20;57;836;7,5;10,3;2,3;5,1;8;0;93;35;0;2;9;24;58;-19,2;25;20;0;1;1;1;2;0;-16,1;129;32;24;8;81;14;21;46;16;0;0;0;6;10;-27,9;20.065;1.064;729;335;17.798;94;12.739;4.965;1.203;0;0;0;1.203;0;n.d.;29;-31,1;3;10;10;10;8;1;2;6;8
Vendrell (El);43163;36.647;36.453;36.068;35.821;34.931;33.340;31.953;30.225;18.368;18.279;30.674;5.973;3.307;2.232;1.075;9,9;1,9;37;17,3;17,6;16,9;9,7;18,3;19,2;76;15.427;3,9;8.166;24.107;16.099;3.422;4.590;2.390;49;88;2.059;9,3;10,7;-1,8;13,7;27;-13;768;135;4;12;51;68;633;1,9;74;26;3;8;13;2;20;2;-31,3;599;183;160;23;373;78;90;205;43;1;1;6;10;25;-32,7;78.935;13.344;5.572;7.772;53.681;5.985;14.433;33.263;11.910;3.000;4.000;1.319;3.591;1;9.429;207;-15,7;30;55;49;59;57;126;72;41;47
Venta del Moro;46254;1.443;1.443;1.473;1.497;1.401;1.455;1.507;1.413;777;666;1.196;247;-12;-123;111;-0,8;-0,2;273;6,6;6,5;6,8;4,2;7,4;6,2;4;533;-13,3;137;1.266;669;289;304;58;0;19;231;0,7;-0,7;4,3;0,7;3;-1;37;26;2;2;0;22;11;-11,6;3;3;0;0;0;0;0;0;-40,0;20;8;8;0;10;1;3;6;2;0;0;0;0;2;-15,9;1.920;755;755;0;1.104;13;863;228;61;0;0;0;61;0;n.d.;5;-50,0;7;1;1;1;1;2;5;3;3
Vera;04100;15.010;14.689;14.371;13.985;13.473;12.256;11.159;10.439;7.672;7.338;10.594;4.416;2.754;1.587;1.167;22,5;4,1;58;13,5;14,8;12,6;7,0;15,0;14,1;32;5.412;35,5;3.795;9.918;6.215;1.819;1.842;609;24;270;981;13,6;16,1;3,7;16,2;15;-13;209;45;4;13;11;17;164;-13,6;31;15;1;3;3;0;8;1;-28,9;272;70;57;13;192;29;69;94;10;0;0;1;2;7;-33,1;47.028;11.056;845;10.211;35.379;2.046;12.306;21.027;593;0;0;40;553;0;n.d.;88;-12,1;11;24;19;27;19;67;78;21;28
Verger (el);03138;4.992;4.899;4.858;4.865;4.847;4.688;4.538;4.490;2.525;2.467;3.833;1.159;304;137;167;6,5;1,3;8;16,8;17,1;16,3;11,3;17,7;17,6;10;1.331;-13,1;698;3.863;2.445;711;687;253;5;16;433;6,1;6,4;-0,1;11,9;4;-1;84;28;3;6;8;11;56;-20,0;15;7;0;0;1;0;7;0;15,4;71;14;8;6;46;9;19;18;11;1;0;1;4;5;-35,6;22.501;3.981;224;3.757;14.296;545;12.503;1.248;4.224;3.000;0;750;474;0;n.d.;19;-52,4;7;10;7;11;6;2;2;7;8
Verges;17211;1.193;1.207;1.166;1.162;1.195;1.175;1.179;1.173;585;608;1.002;191;18;-9;27;1,5;0,3;9;8,4;8,5;8,0;4,5;8,8;9,6;3;488;-3,2;223;1.214;702;309;212;74;0;11;118;4,9;2,5;10,8;5,2;2;-1;34;7;0;0;0;7;27;-17,1;2;0;0;0;1;0;1;0;0,0;18;7;6;1;8;1;2;5;3;0;0;0;0;3;-30,1;1.405;273;210;63;1.009;33;243;733;123;0;0;0;123;0;n.d.;4;-33,3;1;1;1;1;1;0;0;1;1
Viator;04101;5.492;5.313;5.043;4.860;4.689;4.448;4.288;3.950;2.801;2.691;5.073;419;1.044;863;181;23,5;4,3;21;18,5;17,6;20,5;12,9;19,6;19,9;12;1.741;11,2;1.210;5.141;2.765;1.132;1.206;448;6;129;661;15,9;18,6;10,4;15,4;3;-3;136;64;0;3;31;30;72;0,7;91;40;6;4;14;2;15;10;2,2;82;26;23;3;46;3;11;32;10;0;0;0;0;10;-20,0;12.151;1.119;419;700;10.149;191;2.398;7.560;883;0;0;0;883;0;n.d.;15;-63,6;9;24;47;7;4;1;0;9;14
Vic;08298;41.191;40.900;40.422;39.844;38.964;38.321;38.747;37.825;20.412;20.779;30.959;10.232;2.870;833;2.037;7,5;1,5;31;14,4;14,9;14,1;7,2;15,3;17,0;96;19.703;10,1;10.747;28.346;18.712;5.127;4.488;2.436;23;146;1.902;7,8;6,4;7,7;13,6;42;-21;762;336;13;23;111;189;426;-12,7;275;88;15;29;44;10;74;15;-14,6;991;284;264;20;645;159;145;341;62;0;2;4;16;40;-31,1;165.916;29.901;7.827;22.074;112.490;17.172;36.421;58.897;23.525;0;9.590;9.237;4.698;0;n.d.;209;-16,6;139;140;161;124;63;14;25;105;114
Vícar;04102;24.042;23.656;23.410;22.853;21.515;20.743;20.220;19.830;12.695;11.347;16.887;7.155;3.299;1.534;1.765;15,9;3,0;64;17,5;16,3;19,4;12,1;19,1;17,7;49;5.826;47,8;4.124;17.623;10.676;4.403;2.522;887;37;179;1.441;12,5;15,0;5,5;15,3;12;-6;213;82;2;9;31;40;131;-10,0;69;50;0;3;1;3;9;3;-13,6;284;57;42;15;193;15;54;124;34;0;1;1;13;19;-26,3;47.658;4.483;1.882;2.601;39.204;1.082;13.730;24.392;3.971;0;2.500;500;971;1;32.000;81;-12,0;25;35;38;32;29;0;0;22;25
